time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-02-18T21:01:02.750Z,37.6023333,-118.8488333,9.28,0.63,md,13,145,0.01991,0.12,nc,nc74004506,2024-02-27T01:21:27.127Z,"12 km ESE of Mammoth Lakes, CA",earthquake,1.22,2.23,0.217,14,reviewed,nc,nc
2024-02-18T20:57:16.900Z,33.24,-116.2925,9.03,0.81,ml,42,38,0.05717,0.18,ci,ci40672576,2024-02-23T00:51:19.098Z,"8 km ESE of Borrego Springs, CA",earthquake,0.19,0.45,0.145,13,reviewed,ci,ci
2024-02-18T20:53:23.960Z,40.6576667,-121.705,7.1,2.29,md,20,61,0.1539,0.13,nc,nc74004501,2024-02-27T01:09:25.924Z,"16 km N of Viola, CA",earthquake,0.27,1.31,0.132,21,reviewed,nc,nc
2024-02-18T20:51:41.113Z,63.1015,-151.4527,9.3,1.1,ml,,,,0.86,ak,ak02429djndy,2024-03-08T23:52:26.053Z,"50 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-02-18T20:50:41.251Z,63.0969,-151.4688,9.3,1,ml,,,,0.86,ak,ak02429djha5,2024-03-08T23:52:31.081Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T20:48:53.960Z,33.3676667,-116.3943333,11.29,1.17,ml,60,32,0.07111,0.2,ci,ci40672568,2024-02-20T14:42:30.340Z,"13 km N of Borrego Springs, CA",earthquake,0.16,0.33,0.189,28,reviewed,ci,ci
2024-02-18T20:48:35.560Z,38.501,-112.890333333333,1.81,0.69,md,9,104,0.002954,0.06,uu,uu80041126,2024-02-22T23:39:03.000Z,"15 km NE of Milford, Utah",earthquake,0.31,0.61,0.743359633601476,3,reviewed,uu,uu
2024-02-18T20:44:49.860Z,56.6946,-156.9594,75.5,1.9,ml,,,,0.39,ak,ak02429di7ne,2024-03-08T23:52:30.865Z,"94 km SSE of Ugashik, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2024-02-18T20:42:23.790Z,38.8273315,-122.8126678,1.73,1.06,md,13,74,0.004422,0.02,nc,nc74004496,2024-02-18T21:35:15.962Z,"7 km NW of The Geysers, CA",earthquake,0.28,1.15,0.28,14,automatic,nc,nc
2024-02-18T20:26:02.928Z,63.0397,-149.8059,89,1.2,ml,,,,0.62,ak,ak02429de98d,2024-03-08T23:52:25.842Z,"58 km SW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-02-18T20:11:54.921Z,63.2616,-151.1146,8.3,1.4,ml,,,,0.8,ak,ak02429db5ek,2024-03-08T23:52:25.627Z,"43 km SE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-02-18T20:08:38.187Z,62.6319,-143.1171,11.3,1.2,ml,,,,0.85,ak,ak02429dagyy,2024-03-08T23:52:30.661Z,"29 km N of Nabesna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-02-18T19:56:33.828Z,63.3358,-145.4372,2.5,1,ml,,,,0.47,ak,ak02429czbeh,2024-03-08T23:52:25.423Z,"28 km NNE of Paxson, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T19:51:14.560Z,61.4986,-150.2417,45.7,1.7,ml,,,,0.59,ak,ak02429cy7ak,2024-03-08T23:52:25.166Z,"15 km ESE of Susitna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-02-18T19:41:04.560Z,65.8346,-149.7687,11.8,1,ml,,,,1.02,ak,ak02429cw2ae,2024-03-08T23:52:24.952Z,"36 km WSW of Stevens Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-02-18T19:38:46.902Z,52.9409,-167.4156,30.1,1.8,ml,,,,0.29,ak,ak02429cvhge,2024-03-08T23:52:24.757Z,"97 km E of Nikolski, Alaska",earthquake,,9.8,,,reviewed,ak,ak
2024-02-18T19:38:46.712Z,59.8087,-153.4341,127,1.9,ml,,,,0.37,ak,ak02429cvhi7,2024-03-08T23:52:30.442Z,"37 km E of Pedro Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-02-18T19:38:34.250Z,38.8381653,-122.8338318,1.5,1.09,md,17,89,0.00136,0.02,nc,nc74004471,2024-02-18T19:59:11.353Z,"10 km NW of The Geysers, CA",earthquake,0.26,0.37,0.15,18,automatic,nc,nc
2024-02-18T19:23:08.980Z,64.4771,-146.9615,8.8,1.3,ml,,,,0.55,ak,ak02429cs6va,2024-03-08T23:52:24.538Z,"5 km SSW of Salcha, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-02-18T19:22:45.617Z,61.2672,-151.8544,81.5,1.5,ml,,,,0.4,ak,ak02429cs1yp,2024-03-08T23:52:30.237Z,"43 km WNW of Beluga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T19:21:34.410Z,35.674,-117.4985,7.56,0.03,ml,5,297,0.06154,0.14,ci,ci40672552,2024-02-23T22:33:11.386Z,"13 km SW of Searles Valley, CA",earthquake,0.84,0.78,0.038,1,reviewed,ci,ci
2024-02-18T19:20:15.322Z,60.4033,-152.3619,95.5,2.1,ml,,,,0.64,ak,ak02429crkio,2024-03-08T23:52:24.238Z,"54 km NW of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-02-18T19:14:26.920Z,35.7743333,-117.5935,7.88,1.6,ml,31,66,0.1368,0.13,ci,ci40672544,2024-02-23T00:35:37.310Z,"17 km W of Searles Valley, CA",earthquake,0.18,0.72,0.133,18,reviewed,ci,ci
2024-02-18T19:09:16.849Z,57.6425,-154.9626,74.7,1.5,ml,,,,0.2,ak,ak02429cp7fo,2024-03-08T23:52:30.004Z,"31 km WNW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T18:57:57.790Z,38.823,-122.8561667,2.72,0.38,md,10,141,0.004572,0.02,nc,nc71132944,2024-02-24T08:07:13.617Z,"10 km WNW of The Geysers, CA",earthquake,0.49,0.7,0.079,10,reviewed,nc,nc
2024-02-18T18:57:45.810Z,38.8135,-122.8245,2.56,0.4,md,13,67,0.005895,0.03,nc,nc74004456,2024-02-24T07:43:13.474Z,"7 km NW of The Geysers, CA",earthquake,0.39,0.54,0.476,13,reviewed,nc,nc
2024-02-18T18:56:21.620Z,38.8271675,-122.786499,1.01,0.7,md,7,86,0.01162,0.01,nc,nc74004451,2024-02-18T19:45:13.269Z,"6 km W of Cobb, CA",earthquake,0.5,1.67,0.08,8,automatic,nc,nc
2024-02-18T18:55:55.949Z,28.959,-97.971,6.7139,2.1,ml,16,61,0,0.2,tx,tx2024dldq,2024-02-21T11:31:14.960Z,"5 km ESE of Falls City, Texas",earthquake,1.256681633316609,1.836814492236162,0.1,13,reviewed,tx,tx
2024-02-18T18:54:41.387Z,31.933,-103.398,5.2283,1.5,ml,12,78,0,0.2,tx,tx2024dldp,2024-02-21T19:38:45.407Z,"27 km SW of Jal, New Mexico",earthquake,1.293358569358316,1.3316780066633893,0.1,6,reviewed,tx,tx
2024-02-18T18:52:40.071Z,56.8639,-155.2884,50,1.8,ml,,,,0.67,ak,ak02429cd1ev,2024-03-08T23:52:29.788Z,"68 km W of Akhiok, Alaska",earthquake,,0,,,reviewed,ak,ak
2024-02-18T18:46:08.201Z,44.5312,-68.9794,6.627,1.8,ml,11,167,0.489,0.41,us,us7000m1af,2024-03-04T17:34:22.040Z,"1 km NE of Swanville, Maine",earthquake,2.29,5.298,0.115,10,reviewed,us,us
2024-02-18T18:42:32.050Z,35.509,-118.3938333,3.35,1.94,ml,45,30,0.1668,0.16,ci,ci40672528,2024-02-20T14:42:35.500Z,"12 km SE of Bodfish, CA",earthquake,0.15,0.61,0.181,26,reviewed,ci,ci
2024-02-18T18:36:41.320Z,34.293,-116.894,5.17,0.91,ml,39,60,0.0378,0.18,ci,ci40672520,2024-02-22T22:02:03.446Z,"6 km NNE of Big Bear Lake, CA",earthquake,0.22,0.57,0.13,11,reviewed,ci,ci
2024-02-18T18:33:12.640Z,38.842,-122.8361667,1.89,1,md,26,89,0.003447,0.03,nc,nc74004441,2024-02-27T01:05:25.450Z,"10 km NW of The Geysers, CA",earthquake,0.18,0.3,0.211,23,reviewed,nc,nc
2024-02-18T18:31:29.979Z,24.1835,142.5083,36.048,4.1,mb,42,126,2.915,0.61,us,us7000m0v3,2024-02-24T16:05:08.040Z,"Volcano Islands, Japan region",earthquake,10.77,3.533,0.105,25,reviewed,us,us
2024-02-18T18:25:36.710Z,60.3463333333333,-152.63,10.48,-0.33,ml,5,301,,0.18,av,av91132683,2024-02-20T00:13:53.130Z,"62 km WNW of Ninilchik, Alaska",earthquake,1.05,1.91,0.133520798355631,5,reviewed,av,av
2024-02-18T18:22:46.922Z,18.8865,121.0042,32.474,4.6,mb,63,116,3.912,0.59,us,us7000m01t,2024-02-25T14:40:46.841Z,"31 km NNW of Claveria, Philippines",earthquake,10.74,5.832,0.074,55,reviewed,us,us
2024-02-18T18:21:26.250Z,19.3728332519531,-155.285995483398,0.189999997615814,2.16,ml,9,101,0.02131,0.330000013,hv,hv74115656,2024-02-18T18:24:21.080Z,"9 km SW of Volcano, Hawaii",earthquake,0.83,0.959999979,0.27,8,automatic,hv,hv
2024-02-18T18:21:26.220Z,19.3846664428711,-155.277496337891,2.20000004768372,2.09,ml,15,145,0.004394,0.180000007,hv,hv74115651,2024-02-18T18:24:18.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.51,0.400000006,0.25,8,automatic,hv,hv
2024-02-18T18:20:18.920Z,38.5058333333333,-112.896666666667,0.97,-0.9,md,6,142,0.00894,0.04,uu,uu80000468,2024-02-21T15:08:43.610Z,"15 km NE of Milford, Utah",earthquake,0.48,0.82,,1,reviewed,uu,uu
2024-02-18T18:17:02.559Z,60.5051,-143.0077,7.4,1.3,ml,,,,0.89,ak,ak02429c5gfy,2024-03-08T23:52:24.017Z,"103 km S of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-02-18T18:16:33.520Z,58.2316666666667,-155.092666666667,33.48,-0.31,ml,10,87,,0.16,av,av91132678,2024-02-20T00:10:12.010Z,"82 km NNW of Karluk, Alaska",earthquake,0.86,1.28,0.263843357261867,9,reviewed,av,av
2024-02-18T18:07:04.560Z,19.2318325042725,-155.374664306641,31.3199996948242,2.29,ml,47,152,0.09019,0.150000006,hv,hv74115641,2024-02-18T18:09:42.200Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.47,0.620000005,0.11,6,automatic,hv,hv
2024-02-18T17:57:21.779Z,64.4777,-146.969,6.8,0.5,ml,,,,0.66,ak,ak02429bsmy9,2024-03-08T23:52:23.815Z,"6 km SSW of Salcha, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-02-18T17:50:51.424Z,-22.2073,-68.6531,114.566,4.4,mwr,41,47,0.683,0.65,us,us7000m01n,2024-02-25T14:35:36.040Z,"39 km NE of Calama, Chile",earthquake,4.16,5.18,0.073,18,reviewed,us,us
2024-02-18T17:45:26.700Z,37.64,-119.03,-2.83,1,md,6,123,0.003003,0.02,nc,nc71132919,2024-02-18T19:16:10.093Z,"4 km W of Mammoth Lakes, CA",earthquake,0.32,1.06,0.51,7,reviewed,nc,nc
2024-02-18T17:44:58.910Z,37.4441667,-121.6958333,9.79,0.81,md,14,70,0.04768,0.05,nc,nc74004411,2024-02-18T19:32:15.317Z,"14 km NE of Alum Rock, CA",earthquake,0.3,0.45,0.119,12,reviewed,nc,nc
2024-02-18T17:37:29.299Z,31.624,-104.352,6.0999,1.6,ml,17,76,0.1,0.2,tx,tx2024dlbb,2024-02-20T18:42:29.456Z,"61 km S of Whites City, New Mexico",earthquake,0.8270881244867877,0.9576690037042082,0.1,14,reviewed,tx,tx
2024-02-18T17:36:54.681Z,61.5875,-150.9239,68.5,1.5,ml,,,,0.37,ak,ak02429bo7fj,2024-03-08T23:52:23.571Z,"22 km WNW of Susitna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-02-18T17:33:21.660Z,38.4995,-112.892666666667,0.99,2.15,ml,23,49,0.005164,0.14,uu,uu80041036,2024-02-21T18:50:57.900Z,"15 km NE of Milford, Utah",earthquake,0.27,0.39,0.350055694932613,4,reviewed,uu,uu
2024-02-18T17:27:14.968Z,-27.7514,64.3465,10,4.4,mb,32,65,8.01,0.67,us,us7000m0v1,2024-02-24T15:00:39.040Z,"Southwest Indian Ridge",earthquake,10.5,1.877,0.114,22,reviewed,us,us
2024-02-18T17:16:01.830Z,60.9007,-152.8893,156.3,2.1,ml,,,,0.58,ak,ak02429bju1l,2024-03-08T23:52:23.294Z,"90 km WNW of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T17:14:57.810Z,34.92983333,-97.15333333,3.8,2.18,ml,90,43,0.2348539137,0.18,ok,ok2024dlah,2024-02-26T16:11:04.427Z,"3 km ENE of Rosedale, Oklahoma",earthquake,,0.5,0.29,37,reviewed,ok,ok
2024-02-18T17:11:32.811Z,65.0624,-148.7127,8.3,0.7,ml,,,,0.72,ak,ak02429biswg,2024-03-08T23:52:23.078Z,"31 km ESE of Minto, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T17:11:15.310Z,38.836834,-122.8063354,2.04,0.55,md,8,111,0.01259,0.01,nc,nc74004396,2024-02-18T18:55:09.971Z,"7 km WNW of Cobb, CA",earthquake,0.53,1.54,0.36,8,automatic,nc,nc
2024-02-18T17:05:57.679Z,35.53766667,-96.7485,6,1,ml,17,80,0.008998234239,0.1,ok,ok2024dkzz,2024-02-28T20:15:01.221Z,"8 km NW of Prague, Oklahoma",earthquake,,0.3,0.19,9,reviewed,ok,ok
2024-02-18T17:02:17.680Z,47.6005,-122.743,14.47,1.06,ml,11,238,0.06637,0.24,uw,uw61983516,2024-02-18T20:26:26.500Z,"2 km WSW of Chico, Washington",earthquake,0.97,1.06,0.1644078928665309,6,reviewed,uw,uw
2024-02-18T16:55:54.400Z,38.8006668,-122.8143311,3.25,0.3,md,11,75,0.0142,0.02,nc,nc74004391,2024-02-18T18:48:13.049Z,"6 km WNW of The Geysers, CA",earthquake,0.49,1.61,0.07,11,automatic,nc,nc
2024-02-18T16:54:25.500Z,31.9993333,-116.2678333,19.83,2.32,ml,20,77,0.2718,0.24,ci,ci40672424,2024-02-20T16:58:42.027Z,"36 km ENE of Ensenada, B.C., MX",earthquake,0.38,1.8,0.182,48,reviewed,ci,ci
2024-02-18T16:51:08.355Z,52.2889,178.192,91.129,3.1,ml,10,168,0.407,0.23,us,us7000m0v5,2024-02-26T18:39:52.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,12.16,12.411,0.097,22,reviewed,us,us
2024-02-18T16:49:20.323Z,64.4833,-146.9336,8.7,1.1,ml,,,,0.57,ak,ak02429b5hd4,2024-03-08T23:52:22.863Z,"4 km SSW of Salcha, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-02-18T16:44:53.653Z,61.7139,-150.6222,46.2,1.3,ml,,,,0.6,ak,ak02429b4hhb,2024-03-08T23:52:22.633Z,"19 km NNW of Susitna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2024-02-18T16:38:50.521Z,65.9541,-151.634,16.6,1,ml,,,,0.67,ak,ak02429b374q,2024-03-08T23:52:22.427Z,"79 km SE of New Allakaket, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-02-18T16:38:46.260Z,35.7641667,-117.5795,6.74,0.86,ml,18,77,0.1565,0.13,ci,ci40672408,2024-02-22T21:52:58.092Z,"16 km W of Searles Valley, CA",earthquake,0.24,0.71,0.094,7,reviewed,ci,ci
2024-02-18T16:35:38.652Z,31.741,-104.115,6.4716,2.3,ml,34,35,0,0.1,tx,tx2024dkyz,2024-02-19T21:46:20.070Z,"49 km W of Mentone, Texas",earthquake,0.44630326002089177,0.5814089149993807,0.2,26,reviewed,tx,tx
2024-02-18T16:24:58.002Z,60.3831,-152.1078,90.8,1.8,ml,,,,0.54,ak,ak02429b07ke,2024-03-08T23:52:22.179Z,"42 km WNW of Clam Gulch, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-02-18T16:24:48.370Z,38.8354988,-122.8121643,1.79,0.72,md,16,80,0.0122,0.01,nc,nc74004386,2024-02-18T18:05:16.698Z,"8 km W of Cobb, CA",earthquake,0.26,0.6,0.16,17,automatic,nc,nc
2024-02-18T16:22:58.328Z,31.326,-103.657,5.5615,1.7,ml,15,57,0.1,0.2,tx,tx2024dkyo,2024-02-21T18:41:06.036Z,"12 km WSW of Lindsay, Texas",earthquake,0.974607935232956,1.9692528992253924,0.2,15,reviewed,tx,tx
2024-02-18T16:21:52.880Z,35.54433333,-96.74816667,6.09,1.5,ml,83,34,0.01169770451,0.2,ok,ok2024dkyn,2024-02-26T16:34:54.868Z,"8 km NW of Prague, Oklahoma",earthquake,,0.3,0.25,35,reviewed,ok,ok
2024-02-18T16:19:13.020Z,59.254,-152.5594,67.8,1.7,ml,,,,0.46,ak,ak02429az1hi,2024-03-08T23:52:29.573Z,"38 km WSW of Nanwalek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-02-18T16:06:24.980Z,54.6677,-161.3095,13.3,1.8,ml,,,,0.46,ak,ak02429awa65,2024-03-08T23:52:21.976Z,"78 km SE of King Cove, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2024-02-18T15:58:36.738Z,60.1939,-139.6408,10.4,1.2,ml,,,,0.68,ak,ak02429am0mx,2024-03-08T23:52:29.369Z,"72 km N of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-02-18T15:51:19.930Z,19.3840007781982,-155.278335571289,1.20000004768372,1.70000005,md,13,149,0.004064,0.119999997,hv,hv74115591,2024-02-18T15:53:05.830Z,"8 km SW of Volcano, Hawaii",earthquake,0.3,0.219999999,0.360000014,10,automatic,hv,hv
2024-02-18T15:48:02.980Z,36.8122,-115.8258,4.3,0.5,ml,24,234.43,0.095,0.1548,nn,nn00873639,2024-02-19T02:24:09.064Z,"30 km NNW of Indian Springs, Nevada",earthquake,,3.5,0.33,10,reviewed,nn,nn
2024-02-18T15:46:48.617Z,61.3827,-151.2315,65.2,1.4,ml,,,,0.5,ak,ak02429ajgyl,2024-03-08T23:52:29.144Z,"28 km NNW of Beluga, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2024-02-18T15:38:24.060Z,38.504,-112.891833333333,1.56,0.14,md,10,102,0.004737,0.08,uu,uu80040926,2024-02-21T18:43:12.090Z,"15 km NE of Milford, Utah",earthquake,0.28,0.49,0.137897820867572,3,reviewed,uu,uu
2024-02-18T15:37:05.320Z,19.2705001831055,-155.380661010742,31.0400009155273,2.21000004,md,35,128,0.06274,0.140000001,hv,hv74115586,2024-02-18T15:38:47.180Z,"12 km NE of Pāhala, Hawaii",earthquake,0.49,0.670000017,0.370000005,5,automatic,hv,hv
2024-02-18T15:34:00.863Z,52.1548,-31.775,10,4.3,mb,22,102,15.045,0.52,us,us7000m0uz,2024-02-26T18:33:26.040Z,"northern Mid-Atlantic Ridge",earthquake,7.43,1.844,0.125,18,reviewed,us,us
2024-02-18T15:33:19.584Z,65.0001,-149.8029,19.2,1,ml,,,,0.59,ak,ak02429agmf9,2024-03-08T23:52:21.760Z,"27 km SW of Minto, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-02-18T15:29:28.580Z,59.353,-152.8845,76.2,1.8,ml,,,,0.38,ak,ak02429afs8q,2024-03-08T23:52:28.927Z,"54 km W of Nanwalek, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2024-02-18T15:26:22.379Z,31.933,-103.392,6.6638,2.1,ml,13,52,0,0.1,tx,tx2024dkws,2024-02-21T18:21:55.292Z,"27 km SW of Jal, New Mexico",earthquake,1.1272770086494717,1.0153327952002087,0.2,31,reviewed,tx,tx
2024-02-18T15:22:38.880Z,51.8585,-177.8615,8.03,1.43,ml,4,208,,0.03,av,av92208516,2024-02-19T23:37:32.900Z,"84 km W of Adak, Alaska",earthquake,0.46,0.73,0.170513898453362,5,reviewed,av,av
2024-02-18T15:17:07.870Z,38.8428345,-122.817337,1.43,0.72,md,11,85,0.01271,0.01,nc,nc74004376,2024-02-18T17:22:15.450Z,"8 km WNW of Cobb, CA",earthquake,0.3,0.9,0.3,11,automatic,nc,nc
2024-02-18T15:13:55.612Z,60.0036,-139.5343,0,1.6,ml,,,,0.6,ak,ak02429acex2,2024-03-08T23:52:21.566Z,"52 km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2024-02-18T15:13:53.760Z,58.171,-155.354833333333,0.43,0.06,ml,10,77,,0.05,av,av91132668,2024-02-19T23:48:14.120Z,"85 km NW of Karluk, Alaska",earthquake,0.17,1.33,0.166138705688203,10,reviewed,av,av
2024-02-18T15:13:48.608Z,53.5568,-165.9132,46.6,1.8,ml,,,,0.3,ak,ak02429acewq,2024-03-08T23:52:21.371Z,"54 km SE of Unalaska, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2024-02-18T15:07:06.610Z,44.7755,-111.004833333333,7.94,1.24,ml,14,142,0.0162,0.14,uu,uu80040881,2024-02-20T19:43:27.230Z,"14 km E of Hebgen Lake Estates, Montana",earthquake,0.43,0.46,0.209141023509991,3,reviewed,uu,uu
2024-02-18T14:58:53.610Z,31.645,-104.263,7.843,1.8,ml,16,67,0,0.2,tx,tx2024dkvu,2024-02-19T16:36:18.264Z,"57 km NW of Toyah, Texas",earthquake,1.0174356247235028,0.963266124107668,0.2,15,reviewed,tx,tx
2024-02-18T14:55:16.811Z,59.542,-152.674,73.4,2.5,ml,,,,0.6,ak,ak024299zwa4,2024-03-08T23:52:21.042Z,"47 km WNW of Nanwalek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-02-18T14:51:58.363Z,29.084,-97.82,5.835,2.7,ml,16,85,0,0.2,tx,tx2024dkvo,2024-02-26T18:28:30.040Z,"21 km SSW of Nixon, Texas",earthquake,0.984792529313927,2.1637634511697494,0.1,10,reviewed,tx,tx
2024-02-18T14:51:51.860Z,38.4983333333333,-112.887333333333,0.7,0.46,md,10,98,0.003286,0.12,uu,uu80040871,2024-02-22T18:50:46.490Z,"15 km NE of Milford, Utah",earthquake,0.31,0.56,0.520772405939302,3,reviewed,uu,uu
2024-02-18T14:51:38.071Z,61.8817,-149.0737,4.6,1.4,ml,,,,0.89,ak,ak024299z34h,2024-03-08T23:52:20.815Z,"17 km NNE of Fishhook, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-02-18T14:50:14.852Z,37.0311,-104.9732,3.767,3.3,ml,14,85,0.177,0.3,us,us7000m00v,2024-03-09T19:56:32.449Z,"14 km SSE of Stonewall Gap, Colorado",earthquake,2.61,6.88,0.06,40,reviewed,us,us
2024-02-18T14:44:20.975Z,52.6918,-169.5312,45.4,2.3,ml,,,,0.54,ak,ak024299xjsh,2024-03-08T23:52:28.732Z,"52 km WSW of Nikolski, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2024-02-18T14:42:33.354Z,61.3897,-147.304,19,1.1,ml,,,,0.57,ak,ak024299x5bb,2024-03-08T23:52:28.520Z,"50 km SSE of Glacier View, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2024-02-18T14:35:55.472Z,-6.2585,130.4048,149.784,4.3,mb,33,56,1.795,0.84,us,us7000m00u,2024-03-09T20:06:09.040Z,"269 km WSW of Tual, Indonesia",earthquake,9.05,7.654,0.107,25,reviewed,us,us
2024-02-18T14:34:31.431Z,61.0621,-148.4161,0,1.2,ml,,,,0.81,ak,ak024299vfey,2024-03-08T23:52:20.590Z,"35 km NNE of Whittier, Alaska",ice quake,,0,,,reviewed,ak,ak
2024-02-18T14:29:48.030Z,38.8401667,-122.8365,1.95,-0.25,md,11,125,0.001763,0.03,nc,nc74004371,2024-02-27T01:02:25.033Z,"10 km NW of The Geysers, CA",earthquake,0.37,0.34,0.213,11,reviewed,nc,nc
2024-02-18T14:28:57.850Z,40.1971667,-124.0881667,15,1.32,md,16,103,0.03256,0.07,nc,nc74004366,2024-02-27T00:57:54.520Z,"19 km N of Shelter Cove, CA",earthquake,0.35,0.5,0.213,9,reviewed,nc,nc
2024-02-18T14:18:10.300Z,60.6638333333333,-152.716166666667,3.95,0.41,ml,4,254,,0.08,av,av91132663,2024-02-19T23:27:18.400Z,"76 km W of Salamatof, Alaska",earthquake,0.68,2.01,0.283833596117118,4,reviewed,av,av
2024-02-18T14:17:37.070Z,17.8995,-66.2926666666667,12.04,2.15,md,6,227,0.1401,0.1,pr,pr71440413,2024-02-18T14:29:49.960Z,"8 km S of Salinas, Puerto Rico",earthquake,0.61,0.88,0.0882312954538338,6,reviewed,pr,pr
2024-02-18T13:53:01.386Z,31.646,-104.181,7.1252,1.8,ml,21,63,0.1,0.2,tx,tx2024dktr,2024-02-19T16:17:34.155Z,"52 km NW of Toyah, Texas",earthquake,0.8473570615526614,0.994492250973183,0.2,17,reviewed,tx,tx
2024-02-18T13:49:58.080Z,37.6495,-119.4393333,23.37,2.14,md,27,77,0.3004,0.08,nc,nc74004361,2024-02-19T20:37:11.833Z,"16 km SE of Yosemite Valley, CA",earthquake,0.38,0.97,0.344,31,reviewed,nc,nc
2024-02-18T13:47:38.950Z,17.9158333333333,-66.2906666666667,12.5,2.42,md,16,188,0.1245,0.21,pr,pr71440398,2024-02-18T14:05:18.740Z,"6 km S of Salinas, Puerto Rico",earthquake,0.56,0.44,0.133354002410821,9,reviewed,pr,pr
2024-02-18T13:42:43.643Z,39.2625,-119.5971,10,0.7,ml,3,160.71,0.158,0.0362,nn,nn00873740,2024-02-21T20:34:20.659Z,"2 km N of Dayton, Nevada",earthquake,,11.5,0.4,2,reviewed,nn,nn
2024-02-18T13:36:19.260Z,46.84766666666667,-121.76466666666667,0.79,0.12,ml,19,67,0.02486,0.08,uw,uw61983496,2024-02-19T00:41:27.880Z,"22 km ENE of Ashford, Washington",earthquake,0.2,0.71,0.2410530466047775,6,reviewed,uw,uw
2024-02-18T13:29:20.297Z,60.1004,-152.9749,110.1,1.8,ml,,,,0.41,ak,ak0242998we5,2024-03-08T23:52:28.312Z,"71 km WNW of Happy Valley, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2024-02-18T13:29:09.657Z,56.1793,-158.2425,66.2,2.1,ml,,,,0.53,ak,ak0242998vkc,2024-03-08T23:52:20.383Z,"16 km SE of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-02-18T13:28:56.410Z,47.4783333333333,-115.788,0.02,2.11,ml,11,92,0.5819,0.17,mb,mb90040968,2024-02-18T15:23:12.560Z,"1 km NE of Mullan, Idaho",earthquake,0.59,31.61,0.312760775031194,13,reviewed,mb,mb
2024-02-18T13:25:36.159Z,31.943,-103.359,7.561,2.1,ml,11,76,0,0.1,tx,tx2024dksq,2024-02-21T16:49:52.771Z,"24 km SW of Jal, New Mexico",earthquake,1.4408280563211175,1.362544747617219,0.2,14,reviewed,tx,tx
2024-02-18T13:20:45.560Z,38.4955,-112.893666666667,1.51,1.28,md,22,49,0.008199,0.14,uu,uu80040806,2024-02-21T23:56:13.430Z,"14 km NE of Milford, Utah",earthquake,0.3,0.41,0.126589643417749,13,reviewed,uu,uu
2024-02-18T13:17:31.720Z,38.8303337,-122.8146667,1.8,1.09,md,19,48,0.007802,0.01,nc,nc74004356,2024-02-18T15:31:12.840Z,"8 km NW of The Geysers, CA",earthquake,0.21,0.49,0.22,19,automatic,nc,nc
